ESRB_rating,average_user_score,developer,genres,metascore,platform,publisher,release_date,summary,title,url
E,6.9,QubicGames,"Driving, Racing, Arcade, Futuristic",66.0,3DS,QubicGames,"Jun 12, 2014","Race on 9 adrenaline-fueled tracks. Fly extreme speeds with 3 advanced jets. Take the ultimate 3D challenge.",AiRace Xeno,https://www.metacritic.com/game/3ds/airace-xeno
T,6.5,NeocoreGames,"Role-Playing, Action RPG",66.0,PlayStation 4,NeocoreGames,"Feb 28, 2017","Set in a gothic-noir universe resembling a fantastical 19th century Europe filled with monsters, magic, and weird technology, The Incredible Adventures of Van Helsing will follow the son of the famed hunter, known in-game as Van Helsing, in a tale wrought with wry humor and snappy dialogue. Van Helsing, a larger-than-life hero possessing a dark yet romantic charm, will follow his path to the dismal land of Borgovia where former supernatural foes have enlisted his help to defeat a new scourge terrorizing the ravaged Eastern European city. With an assortment of extraordinary characters, an engrossing storyline, and a beautifully dark and gothic art style, The Incredible Adventures of Van Helsing looks to bring RPG enthusiasts an anachronistic adventure like no other.",The Incredible Adventures of Van Helsing: Extended Edition,https://www.metacritic.com/game/playstation-4/the-incredible-adventures-of-van-helsing-extended-edition
E,tbd,WayForward,"Action, Miscellaneous, General, General, Party / Minigame",66.0,DS,Warner Bros. Interactive Entertainment,"Oct  9, 2007","Looney Tunes: Duck Amuck lets players wield the Nintendo DS stylus to irritate, aggravate and infuriate their own Daffy Duck in humorous ways. In the game inspired by the classic Duck Amuck cartoon, players compete against Daffy through a series of mini-games that range from retro inspired favorites to modern, innovative gameplay interactions, with the goal of driving Daffy's temperature, and his temper, through the roof. Duck Amuck also features wireless game play allowing players to not only gang up on Daffy as a team but also battle each other in head-to-head competition. [Warner Bros. Interactive]",Looney Tunes: Duck Amuck,https://www.metacritic.com/game/ds/looney-tunes-duck-amuck
E10+,8.0,"Vivendi Games, Eurocom","Action, Platformer, Platformer, 3D, 3D",66.0,Wii,Vivendi Games,"Dec  6, 2006","The Ice Age is ending and our subzero heroes return in this action adventure video game set in a melting paradise of water parks, geysers and tar pits.  Manny the Mammoth, Sid the Sloth and Diego the Sabre-Toothed Tiger are back and realize that the melting glaciers will soon flood their valley.  Fans will be able to play as their favorite characters from the film, along with everyone’s favorite sabre-toothed squirrel, Scrat, and embark on a mission across an increasingly dangerous landscape towards their salvation from a huge glacial dam that is about to break, threatening to flood the entire valley. [Sierra Entertainment]",Ice Age 2: The Meltdown,https://www.metacritic.com/game/wii/ice-age-2-the-meltdown
M,6.4,Weappy Studio,"Simulation, Virtual, Career",66.0,PC,Weappy Studio,"Jul 31, 2018",,This is the Police 2,https://www.metacritic.com/game/pc/this-is-the-police-2
E,8.5,Bandai Namco Games,"Sports, Alternative, Individual, Skiing, Skiing, Ski / Snowboard",66.0,Wii,Namco Bandai Games,"Mar  3, 2009","(Also known as ""Family Ski & Snowboard"")  Topping the list of enhancements in this latest installment of Wii Balance Board standouts is the addition of high-performance snowboarding, as well as improved skiing functionality, two massive new mountains and 10,000 more vertical meters. Complete with fun boxes, rails and a half-pipe, both skiers and snowboarders alike can boost huge air and over-the-top aerial tricks in this epic wintry experience. We Ski & Snowboard is a wintry thrill ride through many different environments on the awesome Mt. Angrio and cool Jamboree Snow Resort. Players enjoy the classic motion-based controls popularized by We Ski using the Wii Remote and Nunchuk controllers, or by adding the increased realism of the Wii Balance Board for even more ski and snowboard action. Custom characters and player Mii’s add even more dimension to snow-capped adventures across even more mountain terrain than ever with vast free-riding areas. Leisurely gondola rides to sloping peaks invite a breathtaking panoramic experience, while heli-drops from extreme dizzying heights offer-up opportunities to shred down vertical cliffs and severe precipices. Players should be sure to watch out for avalanches. Hot Doggers can quench their thirst for excitement with half-pipe courses, and ski technique challenges, while loungers can look forward to other activities including ski school, board school, moguls and slaloms,  as well as animal search and rescue. Players can enjoy the sprawling vistas with day, night and dusk skiing, offering countless nuances to an ever-expanding list of experiences. The whole family can still enjoy fast-paced racing action or free-skiing with four-player fun, while single players can enjoy the ride with up to three AI-controlled skiing buddies. [Namco Bandai Games]",We Ski & Snowboard,https://www.metacritic.com/game/wii/we-ski-snowboard
T,6.8,"Imagineer Co.,Ltd.","Miscellaneous, Exercise / Fitness",66.0,Switch,Nintendo,"Jan  4, 2019","Get off the couch and get moving with fun, boxing-based rhythmic exercises set to the instrumental beats of songs by popular artists, including Lady Gaga, Pitbull and Kesha. You can personalize your workouts by selecting from different fitness goals. Train your way, whether you're on your own, with a friend, at home, or on the go! Now you can work out anytime, anywhere on the Nintendo Switch system!",Fitness Boxing,https://www.metacritic.com/game/switch/fitness-boxing
E,tbd,UDS,"Driving, Racing, Snow / Water",66.0,PlayStation,Crave,"Aug 22, 2000",,SnoCross Championship Racing,https://www.metacritic.com/game/playstation/snocross-championship-racing
M,7.7,Spiral House,"Action Adventure, Horror, Horror, Survival",66.0,PC,Infogrames,"Jun 25, 2001","From the moment Edward Carnby and Aline Cedrac set foot on Shadow Island, they were confronted by evil creatures intent on thwarting their progress to recover three ancient tablets. Fears threaten from every corner. The slightest shadow could be hiding deep secrets, or concealing worse nightmares ... [Infogrames]",Alone in the Dark: The New Nightmare,https://www.metacritic.com/game/pc/alone-in-the-dark-the-new-nightmare
M,7.3,Anim-X,"Adventure, General, General",66.0,PC,Electronic Arts,"Jul 31, 2001",,Majestic,https://www.metacritic.com/game/pc/majestic
E,tbd,Super X Studios,"Strategy, Real-Time, General, General",66.0,PC,Microids,"Sep 10, 2001",,Far Gate,https://www.metacritic.com/game/pc/far-gate
E,6.3,Acclaim,"Sports, Traditional, Baseball, Sim",66.0,GameCube,Acclaim,"Nov 17, 2001",,All-Star Baseball 2002,https://www.metacritic.com/game/gamecube/all-star-baseball-2002
E,tbd,Now Production,"Sports, Traditional, Tennis",66.0,Game Boy Advance,Konami,"May 31, 2002","Take to the court and experience the realism and authenticity of WTA Tour Tennis. First, choose one of 20 professional tennis players such as Serena Williams, Martina Hingis, and Jelina Dokic--each with lifelike facial expressions and movements. Then, engage in fast-paced competition on grass, clay, and hard surfaces. With simple controls, multiple levels of difficulty, and AI based on actual player attributes, WTA Tour Tennis challenges both newcomers and seasoned pros alike.",WTA Tour Tennis,https://www.metacritic.com/game/game-boy-advance/wta-tour-tennis
E,tbd,Namco,"Action, Platformer, 3D",66.0,Xbox,Namco,"Oct 15, 2002","Pac-Man is on a brand new adventure and once again dealing with the pesky Ghost Gang.  In Pac-Man World 2, the Ghost Gang has picked the magical fruit from an ancient tree, thereby releasing wicked evils upon Pac-Land.  You must guide Pac-Man through six new lands with plenty of amusing surprises.  New and improved, this Pac-Man can ice skate, rollerblade, submarine dive, and solve many exciting puzzles.  With all-new moves and a zany cast of characters, your Pac-Man heroics will be pushed to its limits.",Pac-Man World 2,https://www.metacritic.com/game/xbox/pac-man-world-2
E10+,6.0,TikGames,"Action, Platformer, Platformer, 2D, 2D",66.0,PlayStation 3,Square Enix,"Jan 24, 2012","Based on Nathan Jurevicius' Scarygirl graphic novel – winner of the 2009 Aurealis Award for Best Illustrated Book/Graphic novel – Scarygirl presents a wondrous adventure into a distinctive and beautifully bizarre world.  The titular character Scarygirl is an abandoned child with a tentacle arm who dresses like a pirate, and is haunted by a strange man in her dreams. She sets out into the world to discover the meaning behind her bad dreams, but Scarygirl is hardly helpless, as she has a tentacle-powered arsenal up her sleeve.",Scarygirl,https://www.metacritic.com/game/playstation-3/scarygirl
M,7.6,Hangar 13,"Action Adventure, Open-World",66.0,Xbox One,2K Games,"May 19, 2020","After taking a bullet during World War II and returning home to Empire Bay on leave, Sicilian immigrant Vito Scaletta discovers that his late father was indebted to a loan shark. He needs to make a lot of money fast, and thanks to his career criminal best friend Joe, soon becomes entangled with the mob. As Vito, you need to prove yourself by committing crimes of escalating reward, status, and consequence. But what happens when your motivations become less about necessity and more about greed? When having it all is not enough? For the first time ever, Mafia II: Definitive Edition packs the entire Mafia II crime drama into one HD package. HDR and 4K resolution are supported on PC as well as on PlayStation®4 Pro and Xbox One X consoles. Mafia II: Definitive Edition also benefits from improved facial animations to give cutscenes an even more cinematic feel. While technological and graphical improvements have given Empire Bay and its inhabitants a visual overhaul, Vito's timeless story is unchanged.",Mafia II: Definitive Edition,https://www.metacritic.com/game/xbox-one/mafia-ii-definitive-edition
